Date,Description,Deposits,Withdrawls,Balance
10-Sep-2020,Bill,00.00,"3,861.62","11,584.87"
10-Sep-2020,Commission,"115,866.00",00.00,"127,450.87"
10-Sep-2020,Interest,00.00,"21,241.81","106,209.06"
10-Sep-2020,IMPS,00.00,"15,172.72","91,036.34"
10-Sep-2020,Purchase,00.00,"22,759.09","68,277.26"
10-Sep-2020,Transfer,"24,303.00",00.00,"92,580.26"
10-Sep-2020,Transfer,00.00,"46,290.13","46,290.13"
10-Sep-2020,NEFT,"23,303.00",00.00,"69,593.13"
10-Sep-2020,Debit Card,"75,986.00",00.00,"145,579.13"
10-Sep-2020,ATM,00.00,"48,526.38","97,052.75"
10-Sep-2020,Cheque,00.00,"24,263.19","72,789.56"
10-Sep-2020,Tax,"1,339.31",00.00,"74,128.87"
10-Sep-2020,Transfer,"25,050.00",00.00,"99,178.87"
10-Sep-2020,ATM,00.00,"19,835.77","79,343.10"
11-Sep-2020,Purchase,00.00,"13,223.85","66,119.25"
11-Sep-2020,Interest,02.00,00.00,"66,121.25"
11-Sep-2020,Transfer,"23,664.03",00.00,"89,785.28"
11-Sep-2020,Reversal,"43,915.70",00.00,"133,700.98"
11-Sep-2020,Commission,00.00,"19,100.14","114,600.84"
11-Sep-2020,NEFT,"13,160.40",00.00,"127,761.24"
11-Sep-2020,Bill,"3,212.70",00.00,"130,973.94"
12-Sep-2020,Purchase,"21,946.10",00.00,"152,920.04"
12-Sep-2020,Interest,00.00,"152,920.04",00.00
12-Sep-2020,Tax,"59,184.78",00.00,"59,184.78"
12-Sep-2020,Purchase,00.00,"19,728.26","39,456.52"
12-Sep-2020,Interest,00.00,"19,728.26","19,728.26"
12-Sep-2020,NEFT,"128,775.00",00.00,"148,503.26"
12-Sep-2020,Transfer,34.20,00.00,"148,537.46"
12-Sep-2020,ATM,00.00,"21,219.64","127,317.82"
12-Sep-2020,Bill,00.00,"42,439.27","84,878.55"
12-Sep-2020,Interest,00.00,"21,219.64","63,658.91"
12-Sep-2020,Bill,02.10,00.00,"63,661.01"
12-Sep-2020,ATM,56.46,00.00,"63,717.47"
13-Sep-2020,Debit Card,29.00,00.00,"63,746.47"
13-Sep-2020,Cash,557.70,00.00,"64,304.17"
13-Sep-2020,Commission,06.30,00.00,"64,310.47"
13-Sep-2020,Reversal,"27,648.00",00.00,"91,958.47"
13-Sep-2020,NEFT,"199,995.59",00.00,"291,954.06"
13-Sep-2020,Transfer,869.10,00.00,"292,823.16"
13-Sep-2020,ATM,00.00,"292,823.16",00.00
13-Sep-2020,Interest,45.00,00.00,45.00
13-Sep-2020,Bill,00.00,09.00,36.00
13-Sep-2020,ATM,00.00,36.00,00.00
13-Sep-2020,Debit Card,42.50,00.00,42.50
14-Sep-2020,Transfer,303.00,00.00,345.50
14-Sep-2020,Tax,44.53,00.00,390.03
14-Sep-2020,Debit Card,00.00,43.34,346.69
14-Sep-2020,Cash,"1,002,040.00",00.00,"1,002,386.69"
14-Sep-2020,Cheque,"36,443.00",00.00,"1,038,829.69"
15-Sep-2020,Reversal,57.82,00.00,"1,038,887.51"
15-Sep-2020,Miscellaneous,00.00,"103,888.75","934,998.76"
15-Sep-2020,RTGS,"241,371.40",00.00,"1,176,370.16"
15-Sep-2020,Debit Card,"235,232.60",00.00,"1,411,602.76"
15-Sep-2020,ATM,191.00,00.00,"1,411,793.76"
15-Sep-2020,Debit Card,"132,174.80",00.00,"1,543,968.56"
15-Sep-2020,IMPS,00.00,"220,566.94","1,323,401.62"
15-Sep-2020,RTGS,00.00,"147,044.62","1,176,357.00"
15-Sep-2020,Reversal,"1,499,899.80",00.00,"2,676,256.80"
15-Sep-2020,ATM,00.00,"297,361.87","2,378,894.93"
15-Sep-2020,Interest,00.00,"2,378,894.93",00.00
15-Sep-2020,ATM,"111,675.00",00.00,"111,675.00"
15-Sep-2020,Purchase,00.00,"27,918.75","83,756.25"
15-Sep-2020,Debit Card,00.00,"9,306.25","74,450.00"
15-Sep-2020,Bill,11.30,00.00,"74,461.30"
15-Sep-2020,RTGS,00.00,"8,273.48","66,187.82"
15-Sep-2020,Transfer,00.00,"33,093.91","33,093.91"
15-Sep-2020,Interest,"1,857,703.50",00.00,"1,890,797.41"
15-Sep-2020,Miscellaneous,00.00,"315,132.90","1,575,664.51"
15-Sep-2020,ATM,"1,263,601.00",00.00,"2,839,265.51"
15-Sep-2020,Purchase,00.00,"473,210.92","2,366,054.59"
15-Sep-2020,Purchase,00.00,"295,756.82","2,070,297.77"
15-Sep-2020,Reversal,00.00,"1,035,148.89","1,035,148.88"
15-Sep-2020,Tax,00.00,"517,574.44","517,574.44"
15-Sep-2020,Tax,00.00,"86,262.41","431,312.03"
15-Sep-2020,Tax,"168,583.70",00.00,"599,895.73"
15-Sep-2020,Cash,00.00,"99,982.62","499,913.11"
15-Sep-2020,Tax,00.00,"124,978.28","374,934.83"
15-Sep-2020,IMPS,"3,538.00",00.00,"378,472.83"
15-Sep-2020,Transfer,00.00,"94,618.21","283,854.62"
15-Sep-2020,Miscellaneous,508.60,00.00,"284,363.22"
16-Sep-2020,Debit Card,00.00,"71,090.81","213,272.41"
16-Sep-2020,Interest,41.24,00.00,"213,313.65"
16-Sep-2020,ATM,"3,335.00",00.00,"216,648.65"
16-Sep-2020,Interest,00.00,"27,081.08","189,567.57"
16-Sep-2020,Transfer,00.00,"47,391.89","142,175.68"
16-Sep-2020,IMPS,"3,117.00",00.00,"145,292.68"
16-Sep-2020,Cash,55.00,00.00,"145,347.68"
16-Sep-2020,ATM,326.20,00.00,"145,673.88"
16-Sep-2020,Debit Card,"30,470.62",00.00,"176,144.50"
16-Sep-2020,Cheque,00.00,"35,228.90","140,915.60"
17-Sep-2020,Reversal,194.40,00.00,"141,110.00"
17-Sep-2020,Interest,00.00,"17,638.75","123,471.25"
17-Sep-2020,ATM,00.00,"15,433.91","108,037.34"
17-Sep-2020,ATM,"202,841.00",00.00,"310,878.34"
17-Sep-2020,Cheque,"11,428.50",00.00,"322,306.84"
17-Sep-2020,Miscellaneous,00.00,"64,461.37","257,845.47"
17-Sep-2020,Cheque,07.43,00.00,"257,852.90"
17-Sep-2020,Cheque,00.00,"128,926.45","128,926.45"
17-Sep-2020,Purchase,04.56,00.00,"128,931.01"
17-Sep-2020,RTGS,04.59,00.00,"128,935.60"
17-Sep-2020,NEFT,"718,793.00",00.00,"847,728.60"
17-Sep-2020,Interest,05.81,00.00,"847,734.41"
17-Sep-2020,NEFT,00.00,"121,104.92","726,629.49"
17-Sep-2020,Transfer,00.00,"363,314.75","363,314.74"
17-Sep-2020,Tax,"126,626.50",00.00,"489,941.24"
17-Sep-2020,ATM,00.00,"244,970.62","244,970.62"
17-Sep-2020,ATM,443.00,00.00,"245,413.62"
17-Sep-2020,NEFT,288.20,00.00,"245,701.82"
17-Sep-2020,Tax,00.00,"30,712.73","214,989.09"
17-Sep-2020,Cheque,05.50,00.00,"214,994.59"
17-Sep-2020,Interest,00.00,"26,874.32","188,120.27"
17-Sep-2020,NEFT,04.73,00.00,"188,125.00"
17-Sep-2020,Transfer,00.09,00.00,"188,125.09"
17-Sep-2020,ATM,"4,591.00",00.00,"192,716.09"
17-Sep-2020,ATM,"4,083.80",00.00,"196,799.89"
18-Sep-2020,Interest,787.00,00.00,"197,586.89"
19-Sep-2020,Miscellaneous,00.00,"197,586.89",00.00
19-Sep-2020,Interest,08.00,00.00,08.00
19-Sep-2020,IMPS,444.00,00.00,452.00
19-Sep-2020,Reversal,"28,621.00",00.00,"29,073.00"
19-Sep-2020,ATM,00.00,"14,536.50","14,536.50"
19-Sep-2020,Cheque,00.00,"7,268.25","7,268.25"
19-Sep-2020,Transfer,"247,624.20",00.00,"254,892.45"
19-Sep-2020,Tax,914.00,00.00,"255,806.45"
19-Sep-2020,Miscellaneous,00.00,"42,634.41","213,172.04"
19-Sep-2020,ATM,00.00,"71,057.35","142,114.69"
19-Sep-2020,IMPS,"15,796.00",00.00,"157,910.69"
19-Sep-2020,Cash,00.00,"31,582.14","126,328.55"
19-Sep-2020,Commission,00.00,"12,632.86","113,695.70"
19-Sep-2020,Debit Card,00.00,"37,898.57","75,797.13"
19-Sep-2020,RTGS,"30,765.00",00.00,"106,562.13"
19-Sep-2020,Debit Card,43.00,00.00,"106,605.13"
19-Sep-2020,Commission,00.00,"11,845.01","94,760.12"
19-Sep-2020,RTGS,00.00,"47,380.06","47,380.06"
19-Sep-2020,Cheque,00.00,"9,476.01","37,904.05"
19-Sep-2020,Cash,52.96,00.00,"37,957.01"
19-Sep-2020,RTGS,00.00,"9,489.25","28,467.76"
19-Sep-2020,Reversal,"109,495.80",00.00,"137,963.56"
19-Sep-2020,Bill,"965,357.50",00.00,"1,103,321.06"
19-Sep-2020,RTGS,00.00,"137,915.13","965,405.93"
19-Sep-2020,Reversal,301.00,00.00,"965,706.93"
19-Sep-2020,Bill,00.00,"96,570.69","869,136.24"
19-Sep-2020,ATM,"2,008,104.50",00.00,"2,877,240.74"
19-Sep-2020,Miscellaneous,"6,080.00",00.00,"2,883,320.74"
19-Sep-2020,NEFT,"253,164.20",00.00,"3,136,484.94"
19-Sep-2020,Transfer,00.00,"1,568,242.47","1,568,242.47"
19-Sep-2020,Interest,00.00,"522,747.49","1,045,494.98"
19-Sep-2020,NEFT,"194,979.20",00.00,"1,240,474.18"
19-Sep-2020,Interest,00.00,"124,047.42","1,116,426.76"
19-Sep-2020,Transfer,00.00,"124,047.42","992,379.34"
19-Sep-2020,Tax,02.00,00.00,"992,381.34"
19-Sep-2020,ATM,"273,382.25",00.00,"1,265,763.59"
19-Sep-2020,Cash,24.30,00.00,"1,265,787.89"
19-Sep-2020,Bill,00.00,"253,157.58","1,012,630.31"
19-Sep-2020,Cash,00.00,"337,543.44","675,086.87"
19-Sep-2020,IMPS,22.00,00.00,"675,108.87"
19-Sep-2020,NEFT,00.00,"337,554.44","337,554.44"
19-Sep-2020,IMPS,00.00,"67,510.89","270,043.55"
19-Sep-2020,Tax,202.67,00.00,"270,246.22"
19-Sep-2020,Bill,274.30,00.00,"270,520.52"
19-Sep-2020,IMPS,"137,913.80",00.00,"408,434.32"
19-Sep-2020,Miscellaneous,00.00,"102,108.58","306,325.74"
19-Sep-2020,IMPS,380.00,00.00,"306,705.74"
19-Sep-2020,Interest,"18,441.74",00.00,"325,147.48"
19-Sep-2020,Purchase,"201,199.12",00.00,"526,346.60"
20-Sep-2020,Purchase,"2,393.00",00.00,"528,739.60"
20-Sep-2020,Bill,00.00,"264,369.80","264,369.80"
20-Sep-2020,Commission,448.00,00.00,"264,817.80"
20-Sep-2020,Reversal,"149,720.50",00.00,"414,538.30"
20-Sep-2020,RTGS,00.00,"414,538.30",00.00
20-Sep-2020,Tax,01.00,00.00,01.00
20-Sep-2020,Commission,00.00,00.10,00.90
20-Sep-2020,Transfer,04.73,00.00,05.63
20-Sep-2020,Bill,00.00,01.41,04.22
20-Sep-2020,Debit Card,00.00,00.60,03.62
21-Sep-2020,Reversal,19.29,00.00,22.91
21-Sep-2020,Reversal,"244,679.20",00.00,"244,702.11"
21-Sep-2020,Miscellaneous,"103,866.70",00.00,"348,568.81"
21-Sep-2020,Bill,149.00,00.00,"348,717.81"
21-Sep-2020,Debit Card,699.00,00.00,"349,416.81"
21-Sep-2020,Debit Card,"2,699.20",00.00,"352,116.01"
21-Sep-2020,Cheque,09.00,00.00,"352,125.01"
21-Sep-2020,Debit Card,06.76,00.00,"352,131.77"
21-Sep-2020,Miscellaneous,"41,359.78",00.00,"393,491.55"
21-Sep-2020,Bill,00.00,"131,163.85","262,327.70"
21-Sep-2020,RTGS,19.60,00.00,"262,347.30"
21-Sep-2020,Interest,00.00,"262,347.30",00.00
21-Sep-2020,RTGS,07.00,00.00,07.00
21-Sep-2020,Reversal,00.00,02.33,04.67
21-Sep-2020,Cash,00.00,01.56,03.11
21-Sep-2020,Reversal,00.00,00.62,02.49
21-Sep-2020,Cash,"163,292.53",00.00,"163,295.02"
21-Sep-2020,Bill,00.00,"27,215.84","136,079.18"
22-Sep-2020,ATM,00.00,"13,607.92","122,471.26"
22-Sep-2020,Reversal,"1,531,399.50",00.00,"1,653,870.76"
22-Sep-2020,Transfer,00.00,"1,653,870.76",00.00
22-Sep-2020,NEFT,61.00,00.00,61.00
22-Sep-2020,Tax,00.00,07.63,53.38
22-Sep-2020,Tax,00.00,17.79,35.59
22-Sep-2020,Transfer,04.00,00.00,39.59
22-Sep-2020,Purchase,00.00,04.40,35.19
22-Sep-2020,Interest,"1,808,871.75",00.00,"1,808,906.94"
22-Sep-2020,Transfer,00.00,"226,113.37","1,582,793.57"
22-Sep-2020,Miscellaneous,00.00,"158,279.36","1,424,514.21"
22-Sep-2020,Interest,"1,075,591.00",00.00,"2,500,105.21"
22-Sep-2020,Miscellaneous,00.00,"357,157.89","2,142,947.32"
22-Sep-2020,NEFT,236.00,00.00,"2,143,183.32"
22-Sep-2020,Interest,"1,577.60",00.00,"2,144,760.92"
22-Sep-2020,Cash,"173,986.20",00.00,"2,318,747.12"
22-Sep-2020,Commission,00.00,"331,249.59","1,987,497.53"
22-Sep-2020,Purchase,00.00,"198,749.75","1,788,747.78"
22-Sep-2020,Transfer,00.00,"894,373.89","894,373.89"
22-Sep-2020,Commission,08.00,00.00,"894,381.89"
22-Sep-2020,Purchase,00.00,"298,127.30","596,254.59"
22-Sep-2020,RTGS,03.00,00.00,"596,257.59"
22-Sep-2020,Interest,00.00,"74,532.20","521,725.39"
22-Sep-2020,RTGS,"1,324,296.00",00.00,"1,846,021.39"
22-Sep-2020,IMPS,"650,868.00",00.00,"2,496,889.39"
22-Sep-2020,Reversal,62.00,00.00,"2,496,951.39"
22-Sep-2020,Reversal,00.00,"499,390.28","1,997,561.11"
22-Sep-2020,RTGS,00.00,"285,365.87","1,712,195.24"
22-Sep-2020,Debit Card,16.30,00.00,"1,712,211.54"
22-Sep-2020,Bill,00.00,"342,442.31","1,369,769.23"
22-Sep-2020,RTGS,"1,712.74",00.00,"1,371,481.97"
22-Sep-2020,Debit Card,345.20,00.00,"1,371,827.17"
22-Sep-2020,Interest,753.90,00.00,"1,372,581.07"
22-Sep-2020,Commission,334.20,00.00,"1,372,915.27"
22-Sep-2020,Tax,00.00,"171,614.41","1,201,300.86"
22-Sep-2020,Tax,00.00,"600,650.43","600,650.43"
22-Sep-2020,Tax,"88,270.00",00.00,"688,920.43"
22-Sep-2020,Transfer,00.00,"86,115.05","602,805.38"
22-Sep-2020,Tax,00.00,"301,402.69","301,402.69"
22-Sep-2020,NEFT,"3,932.00",00.00,"305,334.69"
23-Sep-2020,RTGS,00.00,"101,778.23","203,556.46"
23-Sep-2020,Purchase,500.06,00.00,"204,056.52"
23-Sep-2020,Interest,00.00,"51,014.13","153,042.39"
23-Sep-2020,Reversal,01.00,00.00,"153,043.39"
23-Sep-2020,ATM,00.00,"21,863.34","131,180.05"
23-Sep-2020,IMPS,18.40,00.00,"131,198.45"
23-Sep-2020,NEFT,00.00,"14,577.61","116,620.84"
23-Sep-2020,Interest,"29,712.00",00.00,"146,332.84"
23-Sep-2020,ATM,00.00,"20,904.69","125,428.15"
23-Sep-2020,ATM,00.00,"13,936.46","111,491.69"
23-Sep-2020,Tax,"3,506.20",00.00,"114,997.89"
23-Sep-2020,Tax,43.40,00.00,"115,041.29"
23-Sep-2020,ATM,27.50,00.00,"115,068.79"
23-Sep-2020,RTGS,"913,542.00",00.00,"1,028,610.79"
24-Sep-2020,RTGS,00.00,"171,435.13","857,175.66"
24-Sep-2020,Interest,00.00,"428,587.83","428,587.83"
24-Sep-2020,Cheque,"537,996.00",00.00,"966,583.83"
24-Sep-2020,Cash,00.00,"483,291.92","483,291.92"
24-Sep-2020,ATM,00.00,"48,329.19","434,962.73"
24-Sep-2020,Reversal,"35,305.38",00.00,"470,268.11"
24-Sep-2020,NEFT,00.00,"117,567.03","352,701.08"
24-Sep-2020,Tax,06.00,00.00,"352,707.08"
24-Sep-2020,Tax,"2,750.00",00.00,"355,457.08"
24-Sep-2020,Reversal,00.00,"44,432.14","311,024.94"
24-Sep-2020,NEFT,00.00,"155,512.47","155,512.47"
24-Sep-2020,Miscellaneous,00.00,"51,837.49","103,674.98"
24-Sep-2020,RTGS,00.00,"17,279.16","86,395.82"
24-Sep-2020,Purchase,"32,513.00",00.00,"118,908.82"
24-Sep-2020,ATM,00.00,"59,454.41","59,454.41"
24-Sep-2020,IMPS,02.00,00.00,"59,456.41"
24-Sep-2020,Bill,00.00,"6,606.27","52,850.14"
24-Sep-2020,Commission,00.00,"7,550.02","45,300.12"
25-Sep-2020,IMPS,"1,976,343.80",00.00,"2,021,643.92"
25-Sep-2020,Reversal,00.00,"336,940.65","1,684,703.27"
25-Sep-2020,Reversal,305.68,00.00,"1,685,008.95"
25-Sep-2020,ATM,"238,903.00",00.00,"1,923,911.95"
25-Sep-2020,NEFT,00.00,"1,923,911.95",00.00
25-Sep-2020,Cheque,07.00,00.00,07.00
25-Sep-2020,NEFT,40.50,00.00,47.50
25-Sep-2020,Purchase,00.00,09.50,38.00
25-Sep-2020,Transfer,98.30,00.00,136.30
25-Sep-2020,Cash,"26,361.60",00.00,"26,497.90"
25-Sep-2020,Commission,493.50,00.00,"26,991.40"
25-Sep-2020,NEFT,00.00,"5,398.28","21,593.12"
25-Sep-2020,Reversal,"335,504.75",00.00,"357,097.87"
25-Sep-2020,Reversal,00.00,"35,709.79","321,388.08"
25-Sep-2020,Commission,00.00,"80,347.02","241,041.06"
25-Sep-2020,NEFT,"22,395.00",00.00,"263,436.06"
25-Sep-2020,IMPS,07.00,00.00,"263,443.06"
25-Sep-2020,ATM,00.00,"26,344.31","237,098.75"
25-Sep-2020,NEFT,"4,051.58",00.00,"241,150.33"
25-Sep-2020,Interest,"101,028.38",00.00,"342,178.71"
25-Sep-2020,RTGS,13.50,00.00,"342,192.21"
25-Sep-2020,Commission,15.00,00.00,"342,207.21"
25-Sep-2020,Tax,00.00,"171,103.61","171,103.60"
25-Sep-2020,RTGS,"97,829.75",00.00,"268,933.35"
25-Sep-2020,Purchase,02.01,00.00,"268,935.36"
25-Sep-2020,Transfer,02.41,00.00,"268,937.77"
25-Sep-2020,NEFT,00.00,"134,468.89","134,468.88"
25-Sep-2020,Tax,00.00,"33,617.22","100,851.66"
25-Sep-2020,Debit Card,00.00,"10,085.17","90,766.49"
25-Sep-2020,Cash,248.00,00.00,"91,014.49"
25-Sep-2020,Purchase,806.29,00.00,"91,820.78"
25-Sep-2020,Miscellaneous,"21,288.60",00.00,"113,109.38"
26-Sep-2020,Debit Card,"23,212.70",00.00,"136,322.08"
26-Sep-2020,Commission,02.10,00.00,"136,324.18"
26-Sep-2020,Cheque,47.70,00.00,"136,371.88"
26-Sep-2020,Cash,"1,200.00",00.00,"137,571.88"
26-Sep-2020,Miscellaneous,00.00,"22,928.65","114,643.23"
26-Sep-2020,NEFT,00.00,"12,738.14","101,905.09"
26-Sep-2020,RTGS,00.00,"10,190.51","91,714.58"
26-Sep-2020,Purchase,"1,952,154.00",00.00,"2,043,868.58"
26-Sep-2020,Miscellaneous,07.74,00.00,"2,043,876.32"
26-Sep-2020,Miscellaneous,00.00,"340,646.05","1,703,230.27"
26-Sep-2020,IMPS,"8,142.00",00.00,"1,711,372.27"
26-Sep-2020,Purchase,00.00,"855,686.14","855,686.14"
26-Sep-2020,ATM,00.00,"285,228.71","570,457.43"
26-Sep-2020,IMPS,00.00,"81,493.92","488,963.51"
26-Sep-2020,Purchase,00.00,"48,896.35","440,067.16"
26-Sep-2020,Tax,453.00,00.00,"440,520.16"
26-Sep-2020,Reversal,00.00,"44,052.02","396,468.14"
26-Sep-2020,Transfer,00.00,"132,156.05","264,312.09"
26-Sep-2020,Commission,"14,259.00",00.00,"278,571.09"
26-Sep-2020,Miscellaneous,12.00,00.00,"278,583.09"
26-Sep-2020,Bill,39.60,00.00,"278,622.69"
26-Sep-2020,Commission,04.00,00.00,"278,626.69"
26-Sep-2020,ATM,04.40,00.00,"278,631.09"
26-Sep-2020,Tax,00.00,"55,726.22","222,904.87"
26-Sep-2020,NEFT,"30,623.03",00.00,"253,527.90"
26-Sep-2020,Tax,00.00,"42,254.65","211,273.25"
26-Sep-2020,Tax,162.00,00.00,"211,435.25"
27-Sep-2020,Interest,00.00,"211,435.25",00.00
27-Sep-2020,Debit Card,33.10,00.00,33.10
27-Sep-2020,Transfer,00.00,11.03,22.07
27-Sep-2020,NEFT,00.00,05.52,16.55
27-Sep-2020,IMPS,00.00,02.07,14.48
27-Sep-2020,Bill,"611,911.80",00.00,"611,926.28"
27-Sep-2020,Debit Card,"27,579.96",00.00,"639,506.24"
27-Sep-2020,Debit Card,"323,213.25",00.00,"962,719.49"
28-Sep-2020,NEFT,00.00,"240,679.87","722,039.62"
28-Sep-2020,Commission,"17,531.00",00.00,"739,570.62"
28-Sep-2020,Interest,00.00,"739,570.62",00.00
28-Sep-2020,Bill,"3,446.30",00.00,"3,446.30"
28-Sep-2020,Bill,"55,566.25",00.00,"59,012.55"
28-Sep-2020,Tax,382.46,00.00,"59,395.01"
28-Sep-2020,Purchase,"1,980,691.50",00.00,"2,040,086.51"
28-Sep-2020,Commission,"120,550.00",00.00,"2,160,636.51"
28-Sep-2020,Debit Card,195.00,00.00,"2,160,831.51"
28-Sep-2020,Transfer,"108,888.09",00.00,"2,269,719.60"
28-Sep-2020,Interest,00.00,"756,573.20","1,513,146.40"
28-Sep-2020,Cash,06.56,00.00,"1,513,152.96"
28-Sep-2020,Interest,"2,196.20",00.00,"1,515,349.16"
28-Sep-2020,RTGS,00.00,"505,116.39","1,010,232.77"
28-Sep-2020,Purchase,00.00,"112,248.09","897,984.68"
28-Sep-2020,Bill,00.00,"89,798.47","808,186.21"
28-Sep-2020,Debit Card,"563,411.00",00.00,"1,371,597.21"
28-Sep-2020,Cash,00.00,"342,899.30","1,028,697.91"
28-Sep-2020,IMPS,00.00,"257,174.48","771,523.43"
29-Sep-2020,Debit Card,00.00,"110,217.63","661,305.80"
29-Sep-2020,ATM,00.00,"94,472.26","566,833.54"
29-Sep-2020,NEFT,"32,707.40",00.00,"599,540.94"
29-Sep-2020,Commission,00.00,"85,648.71","513,892.23"
29-Sep-2020,RTGS,00.00,"64,236.53","449,655.70"
29-Sep-2020,Purchase,"2,443.00",00.00,"452,098.70"
29-Sep-2020,Miscellaneous,00.00,"75,349.78","376,748.92"
29-Sep-2020,Miscellaneous,21.00,00.00,"376,769.92"
29-Sep-2020,RTGS,00.00,"75,353.98","301,415.94"
30-Sep-2020,Commission,00.00,"43,059.42","258,356.52"
30-Sep-2020,Purchase,00.00,"51,671.30","206,685.22"
30-Sep-2020,Purchase,00.00,"206,685.22",00.00
30-Sep-2020,Commission,216.10,00.00,216.10
30-Sep-2020,Purchase,80.70,00.00,296.80
30-Sep-2020,Tax,01.00,00.00,297.80
30-Sep-2020,Cheque,"520,848.50",00.00,"521,146.30"
30-Sep-2020,Cash,00.00,"130,286.58","390,859.72"
30-Sep-2020,Cash,00.00,"390,859.72",00.00
30-Sep-2020,Cheque,02.30,00.00,02.30
30-Sep-2020,Miscellaneous,"2,473.21",00.00,"2,475.51"
30-Sep-2020,Debit Card,00.00,618.88,"1,856.63"
30-Sep-2020,Commission,00.00,185.66,"1,670.97"
30-Sep-2020,Transfer,00.00,334.19,"1,336.78"
30-Sep-2020,Commission,03.65,00.00,"1,340.43"
30-Sep-2020,Debit Card,257.50,00.00,"1,597.93"
30-Sep-2020,NEFT,00.00,399.48,"1,198.45"
30-Sep-2020,Reversal,"15,240.00",00.00,"16,438.45"
30-Sep-2020,Purchase,"93,856.19",00.00,"110,294.64"
30-Sep-2020,IMPS,"110,078.20",00.00,"220,372.84"
30-Sep-2020,Debit Card,"13,146.70",00.00,"233,519.54"
30-Sep-2020,Bill,00.00,"233,519.54",00.00
30-Sep-2020,ATM,"1,183,676.50",00.00,"1,183,676.50"
30-Sep-2020,Cheque,135.00,00.00,"1,183,811.50"
30-Sep-2020,Miscellaneous,00.00,"147,976.44","1,035,835.06"
30-Sep-2020,ATM,00.00,"517,917.53","517,917.53"
30-Sep-2020,Debit Card,00.00,"86,319.59","431,597.94"
30-Sep-2020,Cash,00.00,"143,865.98","287,731.96"
30-Sep-2020,Interest,00.00,"28,773.20","258,958.76"
30-Sep-2020,IMPS,"3,098.40",00.00,"262,057.16"
30-Sep-2020,Commission,27.00,00.00,"262,084.16"
30-Sep-2020,Miscellaneous,"75,755.30",00.00,"337,839.46"
30-Sep-2020,Cheque,00.00,"168,919.73","168,919.73"
30-Sep-2020,Bill,00.00,"16,891.97","152,027.76"
30-Sep-2020,Commission,00.00,"21,718.25","130,309.51"
30-Sep-2020,Commission,"6,247.00",00.00,"136,556.51"
30-Sep-2020,Miscellaneous,21.97,00.00,"136,578.48"
30-Sep-2020,IMPS,"2,686.00",00.00,"139,264.48"
30-Sep-2020,Debit Card,00.00,"69,632.24","69,632.24"
30-Sep-2020,Tax,00.00,"13,926.45","55,705.79"
30-Sep-2020,Tax,00.00,"55,705.79",00.00
30-Sep-2020,Commission,02.60,00.00,02.60
30-Sep-2020,Commission,00.00,00.65,01.95
30-Sep-2020,Miscellaneous,00.00,00.28,01.67
30-Sep-2020,IMPS,00.00,00.21,01.46
30-Sep-2020,Transfer,04.18,00.00,05.64
30-Sep-2020,ATM,00.00,05.64,00.00
30-Sep-2020,RTGS,"30,274.60",00.00,"30,274.60"
30-Sep-2020,Transfer,97.10,00.00,"30,371.70"
30-Sep-2020,Reversal,"12,228.10",00.00,"42,599.80"
30-Sep-2020,Interest,00.00,"6,085.69","36,514.11"
30-Sep-2020,Commission,03.70,00.00,"36,517.81"
30-Sep-2020,Tax,20.97,00.00,"36,538.78"
30-Sep-2020,Miscellaneous,286.00,00.00,"36,824.78"
30-Sep-2020,ATM,440.00,00.00,"37,264.78"
30-Sep-2020,Commission,236.52,00.00,"37,501.30"
30-Sep-2020,RTGS,00.00,"7,500.26","30,001.04"
30-Sep-2020,Miscellaneous,00.00,"10,000.35","20,000.69"
30-Sep-2020,IMPS,00.00,"2,222.30","17,778.39"
30-Sep-2020,IMPS,"1,236,783.20",00.00,"1,254,561.59"
30-Sep-2020,ATM,46.36,00.00,"1,254,607.95"
30-Sep-2020,Cheque,00.00,"125,460.80","1,129,147.16"
30-Sep-2020,RTGS,"1,227.00",00.00,"1,130,374.16"
30-Sep-2020,Cash,"131,454.00",00.00,"1,261,828.16"
30-Sep-2020,Miscellaneous,00.00,"126,182.82","1,135,645.34"
30-Sep-2020,Bill,"116,977.97",00.00,"1,252,623.31"
30-Sep-2020,Tax,"640,262.00",00.00,"1,892,885.31"
30-Sep-2020,Reversal,20.00,00.00,"1,892,905.31"
30-Sep-2020,NEFT,"22,873.70",00.00,"1,915,779.01"
30-Sep-2020,Purchase,00.00,"478,944.75","1,436,834.26"
30-Sep-2020,Tax,00.00,"239,472.38","1,197,361.88"
30-Sep-2020,Debit Card,"297,304.20",00.00,"1,494,666.08"
30-Sep-2020,ATM,00.00,"747,333.04","747,333.04"
30-Sep-2020,Tax,"1,291,925.80",00.00,"2,039,258.84"
30-Sep-2020,Transfer,"3,486.55",00.00,"2,042,745.39"
30-Sep-2020,Cheque,00.00,"1,021,372.70","1,021,372.70"
30-Sep-2020,Cash,149.00,00.00,"1,021,521.70"
30-Sep-2020,Tax,"10,017.00",00.00,"1,031,538.70"
30-Sep-2020,Commission,00.00,"114,615.41","916,923.29"
01-Oct-2020,ATM,00.00,"458,461.65","458,461.64"
01-Oct-2020,Tax,00.00,"65,494.52","392,967.12"
01-Oct-2020,Cheque,"2,964.10",00.00,"395,931.22"
01-Oct-2020,Miscellaneous,00.00,"79,186.24","316,744.98"
